DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,MICROMEDEX_EVID_LEVEL,DRUG_1_CODE,DRUG_2_CODE,DRUG_1_QID,DRUG_2_QID,EVENT_QID,SOURCING_QID
ketoconazole,ergotamine,Ergot poisoning,10015124,Probable,6135,4025,Q407883,Q419186,Q955948,Q56644435
ergotamine,erythromycin,Ergot poisoning,10015124,Probable,4025,4053,Q419186,Q213511,Q955948,Q56644435
ergotamine,crizotinib,Ergot poisoning,10015124,Theoretical,4025,1148495,Q419186,Q5186964,Q955948,Q18603603
pseudoephedrine,linezolid,Blood pressure increased,10005750,Theoretical,8896,190376,Q263958,Q411377,Q123562711,Q18603603
imatinib,ibrutinib,Bone marrow failure,10065553,Theoretical,282388,1442981,Q177094,Q5984881,Q7882181,Q18603603
imatinib,idelalisib,Bone marrow failure,10065553,Theoretical,282388,1544460,Q177094,Q5908266,Q7882181,Q18603603
methotrexate,trimethoprim,Bone marrow failure,10065553,Established,6851,10829,Q422232,Q422665,Q7882181,Q123505415
methotrexate,sulfamethoxazole,Bone marrow failure,10065553,Established,6851,10180,Q422232,Q415843,Q7882181,Q123505415
vincristine,idelalisib,Bone marrow failure,10065553,Theoretical,11202,1544460,Q408977,Q5908266,Q7882181,Q18603603
cyclophosphamide,pentostatin,Bone marrow failure,10065553,Probable,3002,8011,Q408524,Q425470,Q7882181,Q56644435
docetaxel,idelalisib,Bone marrow failure,10065553,Theoretical,72962,1544460,Q27126905,Q5908266,Q7882181,Q18603603
bleomycin,brentuximab vedotin,Bone marrow failure,10065553,Probable,1622,1147320,Q415571,Q422324,Q7882181,Q56644435
arsenic trioxide,trimethoprim,Bone marrow failure,10065553,Theoretical,18330,10829,Q7739,Q422665,Q7882181,Q18603603
arsenic trioxide,pentamidine,Bone marrow failure,10065553,Theoretical,18330,7994,Q7739,Q416206,Q7882181,Q18603603
arsenic trioxide,sulfamethoxazole,Bone marrow failure,10065553,Theoretical,18330,10180,Q7739,Q415843,Q7882181,Q18603603
arsenic trioxide,crizotinib,Bone marrow failure,10065553,Theoretical,18330,1148495,Q7739,Q5186964,Q7882181,Q18603603
sunitinib,crizotinib,Bone marrow failure,10065553,Theoretical,357977,1148495,Q417542,Q5186964,Q7882181,Q18603603
sunitinib,idelalisib,Bone marrow failure,10065553,Theoretical,357977,1544460,Q417542,Q5908266,Q7882181,Q18603603
dasatinib,crizotinib,Bone marrow failure,10065553,Theoretical,475342,1148495,Q27139135,Q5186964,Q7882181,Q18603603
dasatinib,idelalisib,Bone marrow failure,10065553,Theoretical,475342,1544460,Q27139135,Q5908266,Q7882181,Q18603603
sorafenib,crizotinib,Bone marrow failure,10065553,Theoretical,495881,1148495,Q421136,Q5186964,Q7882181,Q18603603
sorafenib,idelalisib,Bone marrow failure,10065553,Theoretical,495881,1544460,Q421136,Q5908266,Q7882181,Q18603603
irinotecan,idelalisib,Bone marrow failure,10065553,Theoretical,51499,1544460,Q412197,Q5908266,Q7882181,Q18603603
paclitaxel,trimethoprim,Bone marrow failure,10065553,Theoretical,56946,10829,Q423762,Q422665,Q7882181,Q18603603
paclitaxel,crizotinib,Bone marrow failure,10065553,Theoretical,56946,1148495,Q423762,Q5186964,Q7882181,Q18603603
paclitaxel,idelalisib,Bone marrow failure,10065553,Theoretical,56946,1544460,Q423762,Q5908266,Q7882181,Q18603603
mitomycin,vinblastine,Bone marrow failure,10065553,Theoretical,632,11198,Q19856779,Q282629,Q7882181,Q18603603
nilotinib,crizotinib,Bone marrow failure,10065553,Theoretical,662281,1148495,Q412327,Q5186964,Q7882181,Q18603603
nilotinib,idelalisib,Bone marrow failure,10065553,Theoretical,662281,1544460,Q412327,Q5908266,Q7882181,Q18603603
fludarabine,pentostatin,Bone marrow failure,10065553,Probable,24698,8011,Q72478349,Q425470,Q7882181,Q56644435
trimethoprim,pentamidine,Bone marrow failure,10065553,Theoretical,10829,7994,Q422665,Q416206,Q7882181,Q18603603
trimethoprim,pyrimethamine,Bone marrow failure,10065553,Probable,10829,9010,Q422665,Q421072,Q7882181,Q56644435
pentamidine,sulfamethoxazole,Bone marrow failure,10065553,Theoretical,7994,10180,Q416206,Q415843,Q7882181,Q18603603
pentamidine,crizotinib,Bone marrow failure,10065553,Theoretical,7994,1148495,Q416206,Q5186964,Q7882181,Q18603603
everolimus,idelalisib,Bone marrow failure,10065553,Theoretical,141704,1544460,Q421052,Q5908266,Q7882181,Q18603603
temsirolimus,idelalisib,Bone marrow failure,10065553,Theoretical,657797,1544460,Q7699074,Q5908266,Q7882181,Q18603603
vinflunine,crizotinib,Bone marrow failure,10065553,Theoretical,,1148495,,Q5186964,Q7882181,Q18603603
vinflunine,dabrafenib,Bone marrow failure,10065553,Theoretical,,1424911,,Q3011604,Q7882181,Q18603603
vinflunine,idelalisib,Bone marrow failure,10065553,Theoretical,,1544460,,Q5908266,Q7882181,Q18603603
pazopanib,crizotinib,Bone marrow failure,10065553,Theoretical,714438,1148495,Q7157043,Q5186964,Q7882181,Q18603603
pazopanib,idelalisib,Bone marrow failure,10065553,Theoretical,714438,1544460,Q7157043,Q5908266,Q7882181,Q18603603
cabazitaxel,idelalisib,Bone marrow failure,10065553,Established,996051,1544460,Q412963,Q5908266,Q7882181,Q123505415
crizotinib,bosutinib,Bone marrow failure,10065553,Theoretical,1148495,1307619,Q5186964,Q894611,Q7882181,Q18603603
crizotinib,dabrafenib,Bone marrow failure,10065553,Theoretical,1148495,1424911,Q5186964,Q3011604,Q7882181,Q18603603
crizotinib,ibrutinib,Bone marrow failure,10065553,Theoretical,1148495,1442981,Q5186964,Q5984881,Q7882181,Q18603603
crizotinib,ceritinib,Bone marrow failure,10065553,Theoretical,1148495,1535457,Q5186964,Q21011233,Q7882181,Q18603603
crizotinib,idelalisib,Bone marrow failure,10065553,Theoretical,1148495,1544460,Q5186964,Q5908266,Q7882181,Q18603603
ruxolitinib,idelalisib,Bone marrow failure,10065553,Theoretical,1193326,1544460,Q7383611,Q5908266,Q7882181,Q18603603
bosutinib,idelalisib,Bone marrow failure,10065553,Theoretical,1307619,1544460,Q894611,Q5908266,Q7882181,Q18603603
cabozantinib,idelalisib,Bone marrow failure,10065553,Theoretical,1363268,1544460,Q795057,Q5908266,Q7882181,Q18603603
dabrafenib,idelalisib,Bone marrow failure,10065553,Theoretical,1424911,1544460,Q3011604,Q5908266,Q7882181,Q18603603
ibrutinib,idelalisib,Bone marrow failure,10065553,Theoretical,1442981,1544460,Q5984881,Q5908266,Q7882181,Q18603603
ceritinib,idelalisib,Bone marrow failure,10065553,Theoretical,1535457,1544460,Q21011233,Q5908266,Q7882181,Q18603603
olanzapine,clozapine,Bone marrow failure,10065553,Theoretical,61381,2626,Q201872,Q221361,Q7882181,Q18603603
methyldopa,metoprolol,Hypotension,10021097,Theoretical,6876,6918,Q412621,Q409468,Q275419,Q18603603
methyldopa,nadolol,Hypotension,10021097,Theoretical,6876,7226,Q412621,Q424952,Q275419,Q18603603
methyldopa,atenolol,Hypotension,10021097,Theoretical,6876,1202,Q412621,Q411325,Q275419,Q18603603
methyldopa,nebivolol,Hypotension,10021097,Theoretical,6876,31555,Q412621,Q418130,Q275419,Q18603603
methyldopa,acebutolol,Hypotension,10021097,Theoretical,6876,149,Q412621,Q418857,Q275419,Q18603603
methyldopa,betaxolol,Hypotension,10021097,Theoretical,6876,1520,Q412621,Q794162,Q275419,Q18603603
methyldopa,bisoprolol,Hypotension,10021097,Probable,6876,19484,Q412621,Q412515,Q275419,Q56644435
methyldopa,pindolol,Hypotension,10021097,Theoretical,6876,8332,Q412621,Q418101,Q275419,Q18603603
methyldopa,carvedilol,Hypotension,10021097,Theoretical,6876,20352,Q412621,Q412534,Q275419,Q18603603
methyldopa,propranolol,Hypotension,10021097,Theoretical,6876,8787,Q412621,Q423364,Q275419,Q18603603
methyldopa,sotalol,Hypotension,10021097,Probable,6876,9947,Q412621,Q413591,Q275419,Q56644435
methyldopa,labetalol,Hypotension,10021097,Theoretical,6876,6185,Q412621,Q958087,Q275419,Q18603603
methyldopa,celiprolol,Hypotension,10021097,Theoretical,6876,20498,Q412621,Q420586,Q275419,Q18603603
metoprolol,diltiazem,Hypotension,10021097,Probable,6918,3443,Q409468,Q422229,Q275419,Q56644435
metoprolol,terazosin,Hypotension,10021097,Probable,6918,37798,Q409468,Q280786,Q275419,Q56644435
metoprolol,prazosin,Hypotension,10021097,Probable,6918,8629,Q409468,Q425296,Q275419,Q56644435
metoprolol,doxazosin,Hypotension,10021097,Probable,6918,49276,Q409468,Q419939,Q275419,Q56644435
metoprolol,clonidine,Hypotension,10021097,Theoretical,6918,2599,Q409468,Q412221,Q275419,Q18603603
metoprolol,moxonidine,Hypotension,10021097,Theoretical,6918,30257,Q409468,Q419944,Q275419,Q18603603
metoprolol,lercanidipine,Hypotension,10021097,Theoretical,6918,135056,Q409468,Q410492,Q275419,Q18603603
verapamil,vardenafil,Hypotension,10021097,Theoretical,11170,306674,Q410291,Q424161,Q275419,Q18603603
verapamil,guanfacine,Hypotension,10021097,Theoretical,11170,40114,Q410291,Q5613599,Q275419,Q18603603
verapamil,clonidine,Hypotension,10021097,Probable,11170,2599,Q410291,Q412221,Q275419,Q56644435
verapamil,avanafil,Hypotension,10021097,Theoretical,11170,1291301,Q410291,Q2873270,Q275419,Q18603603
lisinopril,eplerenone,Hypotension,10021097,Probable,29046,298869,Q47495698,Q423804,Q275419,Q56644435
lisinopril,bendroflumethiazide,Hypotension,10021097,Theoretical,29046,1369,Q47495698,Q1169164,Q275419,Q18603603
lisinopril,chlorthalidone,Hypotension,10021097,Theoretical,29046,2409,Q47495698,Q425289,Q275419,Q18603603
lisinopril,clopamide,Hypotension,10021097,Theoretical,29046,2603,Q47495698,Q5135114,Q275419,Q18603603
lisinopril,sacubitril,Hypotension,10021097,Theoretical,29046,,Q47495698,,Q275419,Q18603603
valsartan,eplerenone,Hypotension,10021097,Theoretical,69749,298869,Q155472,Q423804,Q275419,Q18603603
eplerenone,telmisartan,Hypotension,10021097,Theoretical,298869,73494,Q423804,Q733186,Q275419,Q18603603
eplerenone,quinapril,Hypotension,10021097,Probable,298869,35208,Q423804,Q596022,Q275419,Q56644435
eplerenone,ramipril,Hypotension,10021097,Probable,298869,35296,Q423804,Q412666,Q275419,Q56644435
eplerenone,captopril,Hypotension,10021097,Probable,298869,1998,Q423804,Q421119,Q275419,Q56644435
eplerenone,enalapril,Hypotension,10021097,Probable,298869,3827,Q423804,Q422185,Q275419,Q56644435
eplerenone,trandolapril,Hypotension,10021097,Probable,298869,38454,Q423804,Q929420,Q275419,Q56644435
eplerenone,irbesartan,Hypotension,10021097,Theoretical,298869,83818,Q423804,Q947266,Q275419,Q18603603
eplerenone,candesartan,Hypotension,10021097,Theoretical,298869,214354,Q423804,Q415970,Q275419,Q18603603
eplerenone,fosinopril,Hypotension,10021097,Probable,298869,50166,Q423804,Q425293,Q275419,Q56644435
eplerenone,losartan,Hypotension,10021097,Theoretical,298869,52175,Q423804,Q410074,Q275419,Q18603603
eplerenone,perindopril,Hypotension,10021097,Probable,298869,54552,Q423804,Q277785,Q275419,Q56644435
vardenafil,diltiazem,Hypotension,10021097,Theoretical,306674,3443,Q424161,Q422229,Q275419,Q18603603
vardenafil,terazosin,Hypotension,10021097,Established,306674,37798,Q424161,Q280786,Q275419,Q123505415
vardenafil,prazosin,Hypotension,10021097,Established,306674,8629,Q424161,Q425296,Q275419,Q123505415
vardenafil,nitroglycerin,Hypotension,10021097,Established,306674,4917,Q424161,Q162867,Q275419,Q123505415
vardenafil,doxazosin,Hypotension,10021097,Established,306674,49276,Q424161,Q419939,Q275419,Q123505415
vardenafil,sotalol,Hypotension,10021097,Theoretical,306674,9947,Q424161,Q413591,Q275419,Q18603603
vardenafil,isosorbide,Hypotension,10021097,Established,306674,6057,Q424161,Q1243800,Q275419,Q123505415
vardenafil,isosorbide dinitrate,Hypotension,10021097,Established,306674,6058,Q424161,Q179748,Q275419,Q123505415
nadolol,diltiazem,Hypotension,10021097,Probable,7226,3443,Q424952,Q422229,Q275419,Q56644435
nadolol,terazosin,Hypotension,10021097,Probable,7226,37798,Q424952,Q280786,Q275419,Q56644435
nadolol,prazosin,Hypotension,10021097,Probable,7226,8629,Q424952,Q425296,Q275419,Q56644435
nadolol,doxazosin,Hypotension,10021097,Probable,7226,49276,Q424952,Q419939,Q275419,Q56644435
nadolol,clonidine,Hypotension,10021097,Theoretical,7226,2599,Q424952,Q412221,Q275419,Q18603603
nadolol,moxonidine,Hypotension,10021097,Theoretical,7226,30257,Q424952,Q419944,Q275419,Q18603603
atenolol,diltiazem,Hypotension,10021097,Probable,1202,3443,Q411325,Q422229,Q275419,Q56644435
atenolol,terazosin,Hypotension,10021097,Probable,1202,37798,Q411325,Q280786,Q275419,Q56644435
atenolol,prazosin,Hypotension,10021097,Probable,1202,8629,Q411325,Q425296,Q275419,Q56644435
atenolol,doxazosin,Hypotension,10021097,Probable,1202,49276,Q411325,Q419939,Q275419,Q56644435
atenolol,clonidine,Hypotension,10021097,Theoretical,1202,2599,Q411325,Q412221,Q275419,Q18603603
atenolol,moxonidine,Hypotension,10021097,Theoretical,1202,30257,Q411325,Q419944,Q275419,Q18603603
nebivolol,diltiazem,Hypotension,10021097,Probable,31555,3443,Q418130,Q422229,Q275419,Q56644435
nebivolol,terazosin,Hypotension,10021097,Probable,31555,37798,Q418130,Q280786,Q275419,Q56644435
nebivolol,prazosin,Hypotension,10021097,Probable,31555,8629,Q418130,Q425296,Q275419,Q56644435
nebivolol,doxazosin,Hypotension,10021097,Probable,31555,49276,Q418130,Q419939,Q275419,Q56644435
nebivolol,clonidine,Hypotension,10021097,Theoretical,31555,2599,Q418130,Q412221,Q275419,Q18603603
nebivolol,moxonidine,Hypotension,10021097,Theoretical,31555,30257,Q418130,Q419944,Q275419,Q18603603
sildenafil,terazosin,Hypotension,10021097,Probable,136411,37798,Q191521,Q280786,Q275419,Q56644435
sildenafil,prazosin,Hypotension,10021097,Probable,136411,8629,Q191521,Q425296,Q275419,Q56644435
sildenafil,nitroglycerin,Hypotension,10021097,Established,136411,4917,Q191521,Q162867,Q275419,Q123505415
sildenafil,doxazosin,Hypotension,10021097,Probable,136411,49276,Q191521,Q419939,Q275419,Q56644435
sildenafil,isosorbide,Hypotension,10021097,Established,136411,6057,Q191521,Q1243800,Q275419,Q123505415
sildenafil,isosorbide dinitrate,Hypotension,10021097,Established,136411,6058,Q191521,Q179748,Q275419,Q123505415
bendroflumethiazide,quinapril,Hypotension,10021097,Theoretical,1369,35208,Q1169164,Q596022,Q275419,Q18603603
bendroflumethiazide,ramipril,Hypotension,10021097,Theoretical,1369,35296,Q1169164,Q412666,Q275419,Q18603603
bendroflumethiazide,captopril,Hypotension,10021097,Theoretical,1369,1998,Q1169164,Q421119,Q275419,Q18603603
bendroflumethiazide,enalapril,Hypotension,10021097,Theoretical,1369,3827,Q1169164,Q422185,Q275419,Q18603603
bendroflumethiazide,trandolapril,Hypotension,10021097,Theoretical,1369,38454,Q1169164,Q929420,Q275419,Q18603603
bendroflumethiazide,fosinopril,Hypotension,10021097,Theoretical,1369,50166,Q1169164,Q425293,Q275419,Q18603603
bendroflumethiazide,sotalol,Hypotension,10021097,Probable,1369,9947,Q1169164,Q413591,Q275419,Q56644435
bendroflumethiazide,perindopril,Hypotension,10021097,Theoretical,1369,54552,Q1169164,Q277785,Q275419,Q18603603
acebutolol,diltiazem,Hypotension,10021097,Probable,149,3443,Q418857,Q422229,Q275419,Q56644435
acebutolol,terazosin,Hypotension,10021097,Probable,149,37798,Q418857,Q280786,Q275419,Q56644435
acebutolol,prazosin,Hypotension,10021097,Probable,149,8629,Q418857,Q425296,Q275419,Q56644435
acebutolol,doxazosin,Hypotension,10021097,Probable,149,49276,Q418857,Q419939,Q275419,Q56644435
acebutolol,clonidine,Hypotension,10021097,Theoretical,149,2599,Q418857,Q412221,Q275419,Q18603603
acebutolol,moxonidine,Hypotension,10021097,Theoretical,149,30257,Q418857,Q419944,Q275419,Q18603603
betaxolol,diltiazem,Hypotension,10021097,Probable,1520,3443,Q794162,Q422229,Q275419,Q56644435
betaxolol,terazosin,Hypotension,10021097,Probable,1520,37798,Q794162,Q280786,Q275419,Q56644435
betaxolol,prazosin,Hypotension,10021097,Probable,1520,8629,Q794162,Q425296,Q275419,Q56644435
betaxolol,doxazosin,Hypotension,10021097,Probable,1520,49276,Q794162,Q419939,Q275419,Q56644435
betaxolol,clonidine,Hypotension,10021097,Theoretical,1520,2599,Q794162,Q412221,Q275419,Q18603603
betaxolol,moxonidine,Hypotension,10021097,Theoretical,1520,30257,Q794162,Q419944,Q275419,Q18603603
diltiazem,bisoprolol,Hypotension,10021097,Probable,3443,19484,Q422229,Q412515,Q275419,Q56644435
diltiazem,guanfacine,Hypotension,10021097,Theoretical,3443,40114,Q422229,Q5613599,Q275419,Q18603603
diltiazem,pindolol,Hypotension,10021097,Probable,3443,8332,Q422229,Q418101,Q275419,Q56644435
diltiazem,carvedilol,Hypotension,10021097,Probable,3443,20352,Q422229,Q412534,Q275419,Q56644435
diltiazem,propranolol,Hypotension,10021097,Probable,3443,8787,Q422229,Q423364,Q275419,Q56644435
diltiazem,sotalol,Hypotension,10021097,Probable,3443,9947,Q422229,Q413591,Q275419,Q56644435
diltiazem,labetalol,Hypotension,10021097,Probable,3443,6185,Q422229,Q958087,Q275419,Q56644435
diltiazem,clonidine,Hypotension,10021097,Theoretical,3443,2599,Q422229,Q412221,Q275419,Q18603603
diltiazem,celiprolol,Hypotension,10021097,Probable,3443,20498,Q422229,Q420586,Q275419,Q56644435
diltiazem,esmolol,Hypotension,10021097,Probable,3443,49737,Q422229,Q418139,Q275419,Q56644435
diltiazem,avanafil,Hypotension,10021097,Theoretical,3443,1291301,Q422229,Q2873270,Q275419,Q18603603
quinapril,chlorthalidone,Hypotension,10021097,Theoretical,35208,2409,Q596022,Q425289,Q275419,Q18603603
quinapril,clopamide,Hypotension,10021097,Theoretical,35208,2603,Q596022,Q5135114,Q275419,Q18603603
quinapril,sacubitril,Hypotension,10021097,Theoretical,35208,,Q596022,,Q275419,Q18603603
ramipril,chlorthalidone,Hypotension,10021097,Theoretical,35296,2409,Q412666,Q425289,Q275419,Q18603603
ramipril,clopamide,Hypotension,10021097,Theoretical,35296,2603,Q412666,Q5135114,Q275419,Q18603603
ramipril,sacubitril,Hypotension,10021097,Theoretical,35296,,Q412666,,Q275419,Q18603603
tadalafil,terazosin,Hypotension,10021097,Theoretical,358263,37798,Q424156,Q280786,Q275419,Q18603603
tadalafil,prazosin,Hypotension,10021097,Theoretical,358263,8629,Q424156,Q425296,Q275419,Q18603603
tadalafil,nitroglycerin,Hypotension,10021097,Established,358263,4917,Q424156,Q162867,Q275419,Q123505415
tadalafil,isosorbide,Hypotension,10021097,Established,358263,6057,Q424156,Q1243800,Q275419,Q123505415
tadalafil,isosorbide dinitrate,Hypotension,10021097,Established,358263,6058,Q424156,Q179748,Q275419,Q123505415
bisoprolol,terazosin,Hypotension,10021097,Probable,19484,37798,Q412515,Q280786,Q275419,Q56644435
bisoprolol,prazosin,Hypotension,10021097,Probable,19484,8629,Q412515,Q425296,Q275419,Q56644435
bisoprolol,doxazosin,Hypotension,10021097,Probable,19484,49276,Q412515,Q419939,Q275419,Q56644435
bisoprolol,clonidine,Hypotension,10021097,Theoretical,19484,2599,Q412515,Q412221,Q275419,Q18603603
bisoprolol,moxonidine,Hypotension,10021097,Theoretical,19484,30257,Q412515,Q419944,Q275419,Q18603603
captopril,chlorthalidone,Hypotension,10021097,Theoretical,1998,2409,Q421119,Q425289,Q275419,Q18603603
captopril,clopamide,Hypotension,10021097,Theoretical,1998,2603,Q421119,Q5135114,Q275419,Q18603603
captopril,sacubitril,Hypotension,10021097,Theoretical,1998,,Q421119,,Q275419,Q18603603
terazosin,pindolol,Hypotension,10021097,Probable,37798,8332,Q280786,Q418101,Q275419,Q56644435
terazosin,carvedilol,Hypotension,10021097,Probable,37798,20352,Q280786,Q412534,Q275419,Q56644435
terazosin,propranolol,Hypotension,10021097,Probable,37798,8787,Q280786,Q423364,Q275419,Q56644435
terazosin,sotalol,Hypotension,10021097,Probable,37798,9947,Q280786,Q413591,Q275419,Q56644435
terazosin,labetalol,Hypotension,10021097,Probable,37798,6185,Q280786,Q958087,Q275419,Q56644435
terazosin,celiprolol,Hypotension,10021097,Probable,37798,20498,Q280786,Q420586,Q275419,Q56644435
enalapril,chlorthalidone,Hypotension,10021097,Theoretical,3827,2409,Q422185,Q425289,Q275419,Q18603603
enalapril,clopamide,Hypotension,10021097,Theoretical,3827,2603,Q422185,Q5135114,Q275419,Q18603603
enalapril,sacubitril,Hypotension,10021097,Theoretical,3827,,Q422185,,Q275419,Q18603603
trandolapril,chlorthalidone,Hypotension,10021097,Theoretical,38454,2409,Q929420,Q425289,Q275419,Q18603603
trandolapril,clopamide,Hypotension,10021097,Theoretical,38454,2603,Q929420,Q5135114,Q275419,Q18603603
trandolapril,sacubitril,Hypotension,10021097,Theoretical,38454,,Q929420,,Q275419,Q18603603
pindolol,prazosin,Hypotension,10021097,Probable,8332,8629,Q418101,Q425296,Q275419,Q56644435
pindolol,doxazosin,Hypotension,10021097,Probable,8332,49276,Q418101,Q419939,Q275419,Q56644435
pindolol,clonidine,Hypotension,10021097,Theoretical,8332,2599,Q418101,Q412221,Q275419,Q18603603
pindolol,moxonidine,Hypotension,10021097,Theoretical,8332,30257,Q418101,Q419944,Q275419,Q18603603
carvedilol,prazosin,Hypotension,10021097,Probable,20352,8629,Q412534,Q425296,Q275419,Q56644435
carvedilol,doxazosin,Hypotension,10021097,Probable,20352,49276,Q412534,Q419939,Q275419,Q56644435
